TIME_OF_DAY,TEMPERATURE,HUMIDITY,CO2_INFRAREDSENSOR,CO2_ELECTROCHEMICALSENSOR,METALOXIDESENSOR_UNIT1,METALOXIDESENSOR_UNIT2,METALOXIDESENSOR_UNIT3,METALOXIDESENSOR_UNIT4,CO_GASSENSOR,SESSION_ID,HVAC_OPERATION_MODE,AMBIENT_LIGHT_LEVEL,ACTIVITY_LEVEL
afternoon,23.04,50.79,122.69,536.13,510.48,726.7,718.01,653.73,2.0,4703,cooling active,bright,moderate activity
afternoon,22.92,50.37,104.67,534.71,504.35,764.08,717.54,648.66,2.0,4703,eco mode,bright,high activity
afternoon,20.64,44.92,100.79,597.35,424.85,742.65,714.16,646.94,1.0,5820,maintenance mode,very bright,moderate activity
night,20.61,51.42,105.68,563.94,454.73,726.7,666.14,597.58,2.0,2847,heating active,dim,low activity
afternoon,23.23,50.37,113.39,535.4,422.58,711.1,609.19,539.93,3.0,4703,heating active,bright,moderate activity
afternoon,23.34,50.17,117.87,541.62,443.93,700.4,618.0,544.86,3.0,4703,ventilation only,very bright,low activity
afternoon,23.56,51.42,117.73,539.39,434.97,710.7,627.22,547.55,3.0,4703,cooling active,very bright,low activity
afternoon,23.56,49.78,116.86,539.62,443.29,707.24,628.08,550.94,1.0,4703,heating active,bright,low activity
afternoon,23.61,49.68,113.91,533.59,448.73,710.39,625.74,550.95,3.0,4703,maintenance mode,moderate,low activity
afternoon,23.67,51.42,111.98,536.41,443.01,707.49,626.12,557.96,3.0,4703,cooling active,very bright,low activity
afternoon,23.63,49.81,110.72,537.0,441.06,711.12,621.32,550.17,1.0,4703,eco mode,very bright,low activity
afternoon,23.31,50.36,112.97,540.96,457.9,710.81,634.6,565.06,3.0,4703,eco mode,very bright,low activity
afternoon,23.44,51.42,109.75,534.49,450.39,715.24,631.51,550.15,1.0,4703,heating active,very bright,low activity
evening,23.39,49.87,133.9,573.71,429.14,696.41,649.93,582.42,2.0,9184,off,moderate,low activity
afternoon,23.7,49.22,103.59,537.65,489.15,717.56,647.98,571.98,3.0,4703,cooling active,very bright,low activity
afternoon,23.68,51.42,108.21,543.68,471.08,719.93,651.98,569.58,2.0,4703,eco mode,very bright,low activity
afternoon,24.2,48.37,105.01,545.08,469.36,724.03,649.61,578.25,2.0,4703,ventilation only,bright,low activity
morning,18.99,53.79,74.55,561.23,524.27,750.93,721.64,647.46,0.0,3592,maintenance mode,moderate,moderate activity
afternoon,23.99,51.42,102.1,545.65,389.34,726.7,642.56,574.99,2.0,4703,maintenance mode,very bright,low activity
afternoon,23.94,48.83,105.91,541.52,392.02,726.7,636.5,578.37,2.0,4703,off,very bright,low activity
afternoon,24.4,47.89,104.64,534.12,395.4,726.7,645.63,556.53,2.0,4703,heating active,very bright,low activity
evening,24.12,51.42,117.52,548.8,490.94,724.11,674.66,594.87,2.0,3592,cooling active,dim,low activity
afternoon,24.29,48.19,106.05,547.06,410.5,720.46,644.96,571.13,2.0,4703,ventilation only,bright,low activity
afternoon,23.61,49.7,103.75,541.46,414.23,723.05,650.33,577.55,2.0,4703,off,bright,low activity
afternoon,27.78,46.55,95.97,594.96,480.91,737.44,705.06,620.03,2.0,2679,heating active,very bright,low activity
afternoon,19.46,53.35,92.13,579.55,453.71,726.7,674.82,591.1,1.0,6528,off,very dim,low activity
afternoon,24.44,48.14,103.0,544.45,401.96,726.7,651.65,580.03,2.0,4703,eco mode,dim,low activity
afternoon,24.51,47.83,110.19,547.2,440.38,720.65,638.3,580.5,2.0,4703,off,dim,low activity
afternoon,24.2,48.49,104.04,545.13,423.44,724.92,663.36,584.61,2.0,4703,off,very bright,low activity
afternoon,23.52,50.42,105.37,545.99,413.26,719.28,648.71,580.61,2.0,4703,ventilation only,bright,low activity
afternoon,24.02,49.44,110.46,542.17,426.98,722.65,655.92,571.48,2.0,4703,eco mode,very bright,low activity
evening,24.0,51.42,109.68,546.01,433.62,715.84,644.91,578.3,2.0,4703,ventilation only,moderate,low activity
evening,23.58,51.42,105.46,544.77,414.24,727.5,649.23,592.02,2.0,4703,off,very bright,low activity
evening,23.6,50.33,104.42,540.4,422.05,724.93,662.93,598.82,2.0,4703,heating active,very bright,moderate activity
evening,24.22,49.24,102.07,546.15,430.94,724.64,645.79,577.72,2.0,4703,cooling active,dim,low activity
evening,24.51,48.36,101.56,550.07,432.68,724.63,649.93,580.77,2.0,4703,maintenance mode,dim,low activity
evening,23.79,50.12,103.98,547.33,428.52,725.96,650.55,583.05,2.0,4703,cooling active,moderate,low activity
evening,24.31,48.94,98.65,545.91,436.05,725.41,658.19,578.61,2.0,4703,off,bright,low activity
evening,23.8,50.03,103.85,550.99,425.91,727.39,661.68,600.87,2.0,4703,eco mode,very bright,low activity
evening,23.81,50.01,106.18,547.08,428.18,726.7,669.21,593.64,2.0,4703,heating active,very bright,low activity
evening,23.9,49.95,98.1,541.67,434.34,726.7,655.63,594.18,2.0,4703,off,very bright,low activity
evening,21.72,48.53,132.79,580.68,436.86,713.61,664.12,589.82,1.0,7963,off,very bright,low activity
evening,24.08,51.42,105.09,538.21,433.28,731.01,663.43,586.27,2.0,4703,maintenance mode,very bright,low activity
evening,23.9,51.42,111.66,538.72,369.14,725.55,658.23,565.33,2.0,4703,heating active,very bright,low activity
evening,24.08,49.62,102.81,548.71,394.54,723.64,642.56,583.7,2.0,4703,ventilation only,very bright,low activity
evening,23.97,49.62,106.54,544.69,395.83,721.58,664.84,582.71,2.0,4703,eco mode,bright,low activity
evening,23.89,50.2,106.11,543.08,407.94,726.7,660.18,598.74,2.0,4703,heating active,very bright,low activity
evening,24.0,49.99,105.3,541.22,393.22,725.75,661.26,582.47,1.0,4703,off,dim,low activity
evening,24.02,50.64,106.16,543.58,402.14,718.75,644.59,588.43,2.0,4703,heating active,bright,low activity
night,20.61,51.42,139.85,583.86,399.89,726.7,681.79,585.17,1.0,6847,heating active,very bright,low activity
evening,24.06,50.82,121.89,544.67,371.67,709.46,655.52,566.59,2.0,4703,cooling active,very bright,low activity
afternoon,18.5,51.01,77.81,594.18,529.69,764.2,727.32,658.56,0.0,7395,eco mode,bright,low activity
evening,23.78,50.72,111.51,544.74,389.35,719.93,656.39,577.81,1.0,4703,cooling active,very bright,low activity
night,19.48,50.36,113.02,592.49,450.61,734.51,695.13,624.41,1.0,2105,ventilation only,very bright,high activity
evening,23.59,51.41,112.0,537.74,391.06,715.25,653.4,579.22,2.0,4703,eco mode,bright,low activity
evening,23.93,50.79,107.62,549.43,378.82,720.66,655.66,584.47,2.0,4703,cooling active,moderate,high activity
evening,24.26,49.97,98.87,541.16,375.76,719.9,646.64,574.58,2.0,4703,heating active,very bright,low activity
evening,22.25,51.24,126.37,555.41,453.03,699.6,632.46,562.91,2.0,7058,off,very bright,low activity
morning,19.55,55.71,118.25,554.26,482.95,729.85,697.24,628.18,1.0,2847,eco mode,very bright,high activity
evening,24.2,49.78,105.38,544.4,376.28,721.61,662.25,576.44,2.0,4703,off,moderate,low activity
evening,22.16,53.2,125.47,594.12,427.75,716.85,670.58,596.58,3.0,7241,eco mode,very bright,low activity
evening,23.06,51.58,99.73,547.81,418.08,702.79,610.04,547.49,2.0,4703,cooling active,very bright,low activity
evening,22.73,51.42,102.02,550.61,429.95,714.51,632.23,552.87,2.0,4703,heating active,very bright,low activity
evening,22.75,52.0,100.62,545.1,441.94,703.68,625.2,543.47,1.0,4703,heating active,dim,low activity
evening,22.86,51.77,103.25,551.58,447.62,704.65,622.53,556.03,1.0,4703,off,moderate,low activity
afternoon,18.74,51.42,79.12,612.52,542.07,763.85,714.24,651.2,1.0,3856,ventilation only,very bright,moderate activity
evening,22.63,51.98,105.47,551.9,441.31,712.53,626.05,554.65,1.0,4703,off,bright,low activity
morning,18.51,51.42,122.05,586.11,473.93,752.42,713.47,633.68,1.0,6847,maintenance mode,very bright,moderate activity
night,20.84,47.89,116.3,593.55,457.71,733.01,696.57,622.78,2.0,2105,cooling active,very bright,low activity
night,20.55,54.69,114.61,555.85,505.31,726.7,677.92,612.84,1.0,1458,off,bright,moderate activity
afternoon,21.66,51.71,106.47,564.67,495.34,704.04,638.53,579.76,2.0,4761,ventilation only,very dim,low activity
night,22.02,52.63,103.3,539.09,470.24,719.02,632.7,576.41,1.0,4703,cooling active,bright,low activity
morning,18.85,48.06,76.88,574.14,555.42,763.88,732.56,678.7,1.0,2847,cooling active,moderate,moderate activity
night,22.06,51.98,101.62,546.03,467.03,719.7,647.53,571.77,1.0,4703,ventilation only,very bright,low activity
night,19.95,48.71,118.42,595.45,463.66,757.11,713.84,645.12,1.0,5820,cooling active,bright,moderate activity
night,22.1,51.77,105.52,541.35,467.02,713.54,643.01,572.51,1.0,4703,heating active,bright,low activity
night,21.79,52.53,101.44,548.07,467.67,715.43,656.14,571.87,1.0,4703,cooling active,very bright,low activity
night,21.71,52.54,108.76,543.3,480.5,715.78,646.31,582.13,1.0,4703,heating active,moderate,low activity
night,21.81,52.34,105.7,553.06,464.41,726.7,647.56,591.36,1.0,4703,heating active,moderate,moderate activity
night,21.62,52.85,104.25,549.05,459.29,724.08,650.88,575.81,1.0,4703,heating active,very dim,low activity
night,19.56,52.31,140.25,580.5,462.85,732.06,686.35,613.51,1.0,7963,heating active,very bright,moderate activity
evening,22.22,53.54,138.0,570.01,427.33,688.29,648.11,559.56,2.0,9184,ventilation only,very bright,low activity
morning,16.85,49.63,115.16,585.22,489.87,726.7,709.12,646.09,2.0,8052,eco mode,dim,moderate activity
night,21.61,51.42,101.24,549.69,505.7,731.49,664.37,589.0,1.0,4703,heating active,moderate,low activity
night,21.44,52.34,106.24,547.75,479.16,733.22,646.94,601.59,1.0,4703,heating active,very bright,low activity
night,21.35,53.01,105.27,548.25,467.15,725.54,655.04,583.34,1.0,4703,heating active,dim,low activity
evening,23.44,51.42,131.78,559.68,439.24,690.41,613.87,544.52,2.0,1903,eco mode,moderate,low activity
night,21.31,52.83,104.43,554.2,463.85,725.17,664.8,585.15,1.0,4703,off,very bright,low activity
afternoon,24.0,49.6,108.02,550.59,501.81,726.7,674.65,613.52,1.0,1458,heating active,very dim,moderate activity
night,21.57,51.62,106.48,545.58,483.08,734.85,654.38,609.22,1.0,4703,off,very dim,low activity
night,21.12,53.08,100.25,545.73,479.55,727.78,659.52,587.29,1.0,4703,off,bright,low activity
night,20.19,52.3,130.43,591.57,442.46,726.7,690.12,597.4,1.0,6847,heating active,very dim,high activity
evening,23.94,47.24,109.12,598.99,466.21,718.15,671.31,598.67,1.0,9127,maintenance mode,very bright,low activity
night,21.33,51.42,105.71,548.25,490.96,724.31,670.19,597.76,1.0,4703,maintenance mode,very bright,low activity
night,21.26,51.87,103.09,555.3,486.21,738.16,670.86,606.92,1.0,4703,eco mode,moderate,low activity
night,19.53,51.07,118.77,593.06,453.08,726.7,704.36,634.33,1.0,9658,heating active,bright,high activity
night,20.56,53.08,95.67,598.79,458.63,725.52,677.26,606.25,1.0,9127,cooling active,very bright,moderate activity
night,19.47,52.88,107.89,560.16,468.48,729.53,677.96,617.0,1.0,2847,cooling active,very bright,low activity
night,20.74,53.32,106.73,549.7,492.55,726.7,661.69,603.3,1.0,4703,off,bright,moderate activity
night,20.68,51.42,105.88,549.63,476.23,726.7,660.95,605.04,1.0,4703,cooling active,very bright,moderate activity
night,18.79,51.92,112.85,585.04,450.69,757.97,710.8,646.17,1.0,9658,cooling active,bright,high activity
night,21.56,51.39,108.72,561.52,483.39,744.1,698.2,635.51,1.0,9241,cooling active,very bright,moderate activity
evening,23.93,49.43,119.21,548.13,459.38,731.92,684.42,624.17,1.0,9241,eco mode,very bright,low activity
evening,23.69,51.42,99.38,603.44,444.23,734.64,692.11,605.64,1.0,1482,ventilation only,very bright,high activity
night,20.63,53.1,96.67,552.3,460.15,726.7,685.0,617.08,1.0,4703,off,very bright,high activity
afternoon,18.71,53.01,94.12,589.96,476.99,715.05,659.18,584.04,2.0,7395,heating active,bright,low activity
night,20.37,53.8,102.43,547.25,470.97,737.93,677.23,603.58,1.0,4703,heating active,very bright,low activity
night,20.23,51.42,103.33,555.05,481.07,730.95,678.69,603.61,1.0,4703,heating active,very bright,high activity
night,20.19,54.21,105.26,543.29,487.3,726.7,667.12,587.74,1.0,4703,cooling active,bright,low activity
night,20.33,53.85,99.63,550.89,474.08,726.7,682.15,603.5,1.0,4703,maintenance mode,very bright,moderate activity
morning,18.58,51.42,107.1,600.64,502.78,726.7,709.21,619.98,1.0,9127,ventilation only,bright,high activity
night,20.39,53.2,108.42,543.94,468.75,730.08,673.82,596.87,1.0,4703,eco mode,very bright,high activity
night,20.46,52.84,104.57,549.99,488.9,735.78,674.24,606.47,1.0,4703,heating active,bright,low activity
night,20.54,52.58,102.63,550.32,478.23,726.7,669.17,605.22,1.0,4703,heating active,bright,moderate activity
night,20.37,52.96,105.2,551.17,477.5,726.7,670.54,606.23,1.0,4703,cooling active,very bright,high activity
night,20.23,53.37,101.13,551.46,491.05,725.6,665.08,608.0,1.0,4703,maintenance mode,bright,low activity
night,20.25,51.42,107.29,553.54,473.35,726.7,665.85,597.81,1.0,4703,maintenance mode,bright,moderate activity
night,20.07,53.88,105.54,550.57,479.74,730.29,672.22,609.88,1.0,4703,cooling active,bright,moderate activity
morning,18.48,56.83,111.02,600.62,497.88,726.7,704.16,625.87,1.0,9127,off,bright,moderate activity
night,19.97,53.85,103.85,546.15,486.67,733.4,677.61,609.36,1.0,4703,eco mode,very bright,moderate activity
evening,23.98,48.43,117.97,577.57,375.81,726.7,629.11,552.33,3.0,7395,eco mode,very bright,low activity
morning,19.95,53.97,104.95,556.82,476.88,728.99,673.12,602.26,1.0,4703,off,bright,high activity
morning,19.37,51.42,123.37,571.96,403.66,720.83,677.08,597.96,2.0,5172,cooling active,very bright,moderate activity
morning,19.62,54.86,110.11,547.88,486.57,734.55,680.6,605.54,1.0,4703,heating active,very bright,low activity
night,21.4,53.67,102.05,601.01,414.99,701.92,616.1,542.3,2.0,3856,off,dim,low activity
morning,19.59,54.98,109.36,551.53,480.04,744.87,673.05,608.43,1.0,4703,maintenance mode,dim,high activity
evening,21.2,44.57,111.06,587.95,466.53,724.63,684.98,617.47,1.0,8052,off,very bright,moderate activity
morning,19.48,51.9,106.83,588.15,459.8,726.7,691.62,621.0,1.0,1826,cooling active,very bright,moderate activity
evening,24.3,51.42,148.03,562.95,399.84,688.32,643.09,564.37,2.0,5172,cooling active,very bright,low activity
afternoon,21.3,50.97,127.29,573.81,471.96,715.39,668.1,594.61,2.0,9184,maintenance mode,moderate,moderate activity
afternoon,18.35,49.09,86.67,604.64,451.72,748.61,713.91,648.02,0.0,3418,heating active,very dim,low activity
morning,19.46,54.94,110.55,549.8,486.95,737.51,681.72,620.45,1.0,4703,ventilation only,dim,high activity
morning,19.51,54.78,106.16,547.86,482.81,745.95,677.7,614.69,1.0,4703,heating active,very bright,moderate activity
morning,19.54,54.44,110.1,553.11,483.47,744.41,678.84,619.37,1.0,4703,off,bright,low activity
night,19.28,56.5,105.87,598.59,463.74,722.19,661.09,576.57,1.0,3856,maintenance mode,very bright,moderate activity
morning,19.17,51.07,94.49,557.9,499.62,748.33,698.25,630.63,1.0,4703,maintenance mode,dim,high activity
morning,18.83,48.66,86.2,562.0,512.71,755.08,715.78,661.85,1.0,4703,maintenance mode,bright,high activity
morning,18.94,51.33,87.37,555.11,483.74,724.09,636.93,575.47,1.0,4703,off,bright,moderate activity
evening,22.18,45.61,118.89,584.02,452.98,726.36,674.61,614.89,2.0,6431,heating active,very bright,low activity
morning,19.05,51.91,92.49,556.57,484.43,716.27,634.26,570.37,1.0,4703,ventilation only,bright,low activity
evening,24.97,48.33,120.45,574.07,459.96,714.13,664.93,595.17,1.0,4507,eco mode,very bright,moderate activity
morning,19.12,51.42,88.31,548.29,496.65,717.97,652.67,580.16,2.0,4703,off,dim,low activity
afternoon,20.82,51.42,105.89,598.83,494.72,726.7,715.49,659.84,1.0,5820,maintenance mode,very bright,high activity
morning,20.3,51.42,101.05,553.74,468.82,726.87,646.99,589.68,2.0,4703,off,dim,low activity
morning,20.01,51.63,95.91,552.29,467.02,715.99,645.76,578.49,2.0,4703,eco mode,very bright,low activity
morning,19.18,53.57,102.34,558.24,476.59,726.7,653.94,582.77,2.0,4703,cooling active,bright,low activity
morning,19.1,54.03,103.97,549.41,494.74,720.0,654.44,585.37,2.0,4703,ventilation only,very bright,low activity
morning,18.9,53.02,97.7,550.35,509.56,739.88,672.02,606.27,2.0,4703,cooling active,very bright,low activity
evening,23.05,51.42,118.9,577.46,431.83,711.21,672.22,592.08,1.0,4507,cooling active,moderate,low activity
night,20.69,58.24,119.07,546.63,472.5,715.45,675.03,600.97,1.0,8936,off,bright,low activity
morning,18.99,53.51,101.61,553.59,507.51,730.08,668.32,603.62,1.0,4703,off,bright,moderate activity
morning,19.06,53.24,95.07,555.42,494.45,738.82,672.58,612.59,1.0,4703,maintenance mode,very bright,high activity
morning,18.93,51.42,93.72,552.2,502.64,734.33,679.22,621.3,1.0,4703,maintenance mode,very bright,low activity
morning,18.93,53.35,88.41,557.93,502.84,738.3,665.6,614.42,1.0,4703,heating active,very bright,high activity
morning,18.96,51.42,90.14,551.46,510.61,738.42,679.18,624.79,1.0,4703,eco mode,moderate,low activity
morning,18.99,53.0,91.33,554.86,503.62,736.52,669.27,604.74,1.0,4703,eco mode,very bright,moderate activity
evening,22.9,51.08,103.16,600.77,460.03,742.63,686.38,605.5,1.0,7241,eco mode,bright,moderate activity
afternoon,23.09,44.79,89.19,610.3,423.19,732.26,693.52,624.45,1.0,1482,cooling active,moderate,moderate activity
night,19.3,51.42,122.65,601.68,498.17,736.76,688.8,607.64,1.0,5693,heating active,very bright,moderate activity
evening,23.92,46.81,120.67,599.12,466.2,718.68,684.55,593.73,1.0,9127,off,bright,high activity
night,20.84,52.9,123.39,572.82,485.9,723.66,685.39,621.93,1.0,4507,eco mode,very dim,low activity
evening,24.51,52.86,122.79,552.0,459.93,699.8,648.74,581.14,2.0,8936,heating active,moderate,low activity
evening,24.13,51.42,121.4,578.02,413.53,711.61,670.93,594.23,2.0,1826,maintenance mode,very bright,low activity
evening,23.21,45.83,122.15,586.33,468.75,726.7,678.35,613.82,1.0,1374,ventilation only,bright,high activity
morning,17.82,51.14,117.47,588.75,425.21,738.02,687.18,589.21,1.0,3418,ventilation only,dim,high activity
afternoon,21.48,51.42,73.85,558.82,506.66,763.36,712.37,670.72,0.0,4703,eco mode,bright,low activity
night,21.17,47.5,112.7,604.35,454.31,736.49,688.86,627.12,2.0,2105,heating active,bright,low activity
afternoon,21.75,51.42,73.54,561.17,507.87,759.5,719.11,655.03,0.0,4703,eco mode,very dim,moderate activity
afternoon,21.86,46.89,77.72,564.42,520.11,760.36,708.79,661.73,1.0,4703,maintenance mode,moderate,moderate activity
afternoon,21.95,47.17,78.71,565.69,520.46,761.67,713.63,661.19,0.0,4703,heating active,moderate,moderate activity
night,18.48,52.25,123.27,589.43,482.98,726.7,674.79,622.23,1.0,1374,off,very bright,low activity
afternoon,22.84,46.45,84.74,560.34,486.3,758.16,697.22,654.74,1.0,4703,off,very bright,moderate activity
afternoon,23.98,45.35,100.07,604.97,455.58,747.16,692.56,627.12,1.0,9127,ventilation only,bright,moderate activity
afternoon,22.6,49.31,110.52,553.45,462.42,746.19,679.98,630.25,1.0,4703,ventilation only,very bright,low activity
night,23.15,51.42,114.56,575.26,438.43,710.99,667.01,580.15,1.0,4507,ventilation only,very bright,low activity
